month,year,usage,usage_normal,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester
5,2557,955,0.0155,2483.00,0.0000,5,0.0000,31,0.8571,1
6,2557,1105,0.0206,2483.00,0.0000,5,0.0000,30,0.7143,0
7,2557,2785,0.0773,2483.00,0.0000,5,0.0000,30,0.7143,0
8,2557,1122,0.0211,2483.00,0.0000,5,0.0000,29,0.5714,1
9,2557,1129,0.0214,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2557,1105,0.0206,2483.00,0.0000,5,0.0000,29,0.5714,1
11,2557,1144,0.0219,2483.00,0.0000,5,0.0000,29,0.5714,1
12,2557,1115,0.0209,2483.00,0.0000,5,0.0000,27,0.2857,1
1,2558,1189,0.0234,2483.00,0.0000,5,0.0000,26,0.1429,1
2,2558,1179,0.0231,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2558,974,0.0161,2483.00,0.0000,5,0.0000,30,0.7143,1
4,2558,1064,0.0192,2483.00,0.0000,5,0.0000,30,0.7143,1
5,2558,1041,0.0184,2483.00,0.0000,5,0.0000,31,0.8571,1
6,2558,1065,0.0192,2483.00,0.0000,5,0.0000,30,0.7143,0
7,2558,1026,0.0179,2483.00,0.0000,5,0.0000,30,0.7143,0
8,2558,1026,0.0179,2483.00,0.0000,5,0.0000,30,0.7143,1
9,2558,1132,0.0215,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2558,1135,0.0216,2483.00,0.0000,5,0.0000,29,0.5714,1
11,2558,1122,0.0211,2483.00,0.0000,5,0.0000,29,0.5714,1
12,2558,1142,0.0218,2483.00,0.0000,5,0.0000,28,0.4286,1
1,2559,1174,0.0229,2483.00,0.0000,5,0.0000,27,0.2857,1
2,2559,1192,0.0235,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2559,1077,0.0196,2483.00,0.0000,5,0.0000,31,0.8571,1
4,2559,1087,0.0199,2483.00,0.0000,5,0.0000,32,1.0000,1
5,2559,1008,0.0173,2483.00,0.0000,5,0.0000,32,1.0000,1
6,2559,1104,0.0205,2483.00,0.0000,5,0.0000,29,0.5714,0
7,2559,1071,0.0194,2483.00,0.0000,5,0.0000,29,0.5714,0
8,2559,1048,0.0186,2483.00,0.0000,5,0.0000,30,0.7143,1
9,2559,1142,0.0218,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2559,1131,0.0214,2483.00,0.0000,5,0.0000,29,0.5714,1
11,2559,1141,0.0218,2483.00,0.0000,5,0.0000,29,0.5714,1
12,2559,1110,0.0207,2483.00,0.0000,5,0.0000,27,0.2857,1
1,2560,1118,0.0210,2483.00,0.0000,5,0.0000,27,0.2857,1
2,2560,1108,0.0207,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2560,974,0.0161,2483.00,0.0000,5,0.0000,30,0.7143,1
4,2560,1066,0.0192,2483.00,0.0000,5,0.0000,31,0.8571,1
5,2560,1055,0.0189,2483.00,0.0000,5,0.0000,30,0.7143,1
6,2560,1106,0.0206,2483.00,0.0000,5,0.0000,29,0.5714,0
7,2560,1054,0.0188,2483.00,0.0000,5,0.0000,29,0.5714,0
8,2560,991,0.0167,2483.00,0.0000,5,0.0000,29,0.5714,1
9,2560,1110,0.0207,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2560,1011,0.0174,2483.00,0.0000,5,0.0000,28,0.4286,1
11,2560,1146,0.0219,2483.00,0.0000,5,0.0000,28,0.4286,1
12,2560,1026,0.0179,2483.00,0.0000,5,0.0000,26,0.1429,1
1,2561,1086,0.0199,2483.00,0.0000,5,0.0000,27,0.2857,1
2,2561,1091,0.0201,2483.00,0.0000,5,0.0000,27,0.2857,1
3,2561,1031,0.0181,2483.00,0.0000,5,0.0000,29,0.5714,1
4,2561,1193,0.0235,2483.00,0.0000,5,0.0000,29,0.5714,1
1,2556,1565,0.0361,2483.00,0.0000,5,0.0000,28,0.4286,1
2,2556,1543,0.0353,2483.00,0.0000,5,0.0000,30,0.7143,1
3,2556,1372,0.0296,2483.00,0.0000,5,0.0000,31,0.8571,0
4,2556,1467,0.0328,2483.00,0.0000,5,0.0000,32,1.0000,0
5,2556,1392,0.0302,2483.00,0.0000,5,0.0000,32,1.0000,0
6,2556,1457,0.0324,2483.00,0.0000,5,0.0000,30,0.7143,1
7,2556,1431,0.0316,2483.00,0.0000,5,0.0000,30,0.7143,1
8,2556,1494,0.0337,2483.00,0.0000,5,0.0000,30,0.7143,1
9,2556,1491,0.0336,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2556,1418,0.0311,2483.00,0.0000,5,0.0000,29,0.5714,0
11,2556,1357,0.0291,2483.00,0.0000,5,0.0000,30,0.7143,1
12,2556,1304,0.0273,2483.00,0.0000,5,0.0000,25,0.0000,1
1,2557,1311,0.0275,2483.00,0.0000,5,0.0000,25,0.0000,1
2,2557,1301,0.0272,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2557,1159,0.0224,2483.00,0.0000,5,0.0000,30,0.7143,1
4,2557,1235,0.0249,2483.00,0.0000,5,0.0000,31,0.8571,1
5,2557,1172,0.0228,2483.00,0.0000,5,0.0000,31,0.8571,1
6,2557,1192,0.0235,2483.00,0.0000,5,0.0000,30,0.7143,0
7,2557,496,0.0000,2483.00,0.0000,5,0.0000,30,0.7143,0
8,2557,1256,0.0257,2483.00,0.0000,5,0.0000,29,0.5714,1
9,2557,1267,0.0260,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2557,1219,0.0244,2483.00,0.0000,5,0.0000,29,0.5714,1
11,2557,1269,0.0261,2483.00,0.0000,5,0.0000,29,0.5714,1
12,2557,1281,0.0265,2483.00,0.0000,5,0.0000,27,0.2857,1
1,2558,1326,0.0280,2483.00,0.0000,5,0.0000,26,0.1429,1
2,2558,1357,0.0291,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2558,1138,0.0217,2483.00,0.0000,5,0.0000,30,0.7143,1
4,2558,1234,0.0249,2483.00,0.0000,5,0.0000,30,0.7143,1
5,2558,1245,0.0253,2483.00,0.0000,5,0.0000,31,0.8571,1
6,2558,1404,0.0306,2483.00,0.0000,5,0.0000,30,0.7143,0
7,2558,1377,0.0297,2483.00,0.0000,5,0.0000,30,0.7143,0
8,2558,1377,0.0297,2483.00,0.0000,5,0.0000,30,0.7143,1
9,2558,1451,0.0322,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2558,1420,0.0312,2483.00,0.0000,5,0.0000,29,0.5714,1
11,2558,1478,0.0331,2483.00,0.0000,5,0.0000,29,0.5714,1
12,2558,1482,0.0333,2483.00,0.0000,5,0.0000,28,0.4286,1
1,2559,1486,0.0334,2483.00,0.0000,5,0.0000,27,0.2857,1
2,2559,1499,0.0339,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2559,1379,0.0298,2483.00,0.0000,5,0.0000,31,0.8571,1
4,2559,1412,0.0309,2483.00,0.0000,5,0.0000,32,1.0000,1
5,2559,1318,0.0277,2483.00,0.0000,5,0.0000,32,1.0000,1
6,2559,1398,0.0304,2483.00,0.0000,5,0.0000,29,0.5714,0
7,2559,1385,0.0300,2483.00,0.0000,5,0.0000,29,0.5714,0
8,2559,1486,0.0334,2483.00,0.0000,5,0.0000,30,0.7143,1
9,2559,1449,0.0322,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2559,1437,0.0318,2483.00,0.0000,5,0.0000,29,0.5714,1
11,2559,1512,0.0343,2483.00,0.0000,5,0.0000,29,0.5714,1
12,2559,1424,0.0313,2483.00,0.0000,5,0.0000,27,0.2857,1
1,2560,1674,0.0398,2483.00,0.0000,5,0.0000,27,0.2857,1
