month,year,usage,usage_normal,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester
6,2559,12000,0.0500,2856.25,0.1209,8,0.0946,29,0.5714,0
7,2559,6000,0.0250,2856.25,0.1209,8,0.0946,29,0.5714,0
8,2559,19000,0.0792,2856.25,0.1209,8,0.0946,30,0.7143,1
9,2559,12000,0.0500,2856.25,0.1209,8,0.0946,29,0.5714,1
10,2559,9000,0.0375,2856.25,0.1209,8,0.0946,29,0.5714,1
11,2559,9000,0.0375,2856.25,0.1209,8,0.0946,29,0.5714,1
12,2559,8000,0.0333,2856.25,0.1209,8,0.0946,27,0.2857,1
1,2560,8000,0.0333,2856.25,0.1209,8,0.0946,27,0.2857,1
2,2560,9000,0.0375,2856.25,0.1209,8,0.0946,28,0.4286,1
3,2560,9000,0.0375,2856.25,0.1209,8,0.0946,30,0.7143,1
4,2560,10000,0.0417,2856.25,0.1209,8,0.0946,31,0.8571,1
5,2560,6000,0.0250,2856.25,0.1209,8,0.0946,30,0.7143,1
6,2560,7000,0.0292,2856.25,0.1209,8,0.0946,29,0.5714,0
7,2560,18000,0.0750,2856.25,0.1209,8,0.0946,29,0.5714,0
8,2560,9000,0.0375,2856.25,0.1209,8,0.0946,29,0.5714,1
9,2560,9000,0.0375,2856.25,0.1209,8,0.0946,29,0.5714,1
10,2560,7000,0.0292,2856.25,0.1209,8,0.0946,28,0.4286,1
11,2560,9000,0.0375,2856.25,0.1209,8,0.0946,28,0.4286,1
12,2560,7000,0.0292,2856.25,0.1209,8,0.0946,26,0.1429,1
1,2561,7000,0.0292,2856.25,0.1209,8,0.0946,27,0.2857,1
2,2561,6000,0.0250,2856.25,0.1209,8,0.0946,27,0.2857,1
3,2561,10000,0.0417,2856.25,0.1209,8,0.0946,29,0.5714,1
4,2561,18000,0.0750,2856.25,0.1209,8,0.0946,29,0.5714,1
9,2561,12000,0.0500,2856.25,0.1209,8,0.0946,29,0.5714,1
1,2558,25200,0.1050,4334.93,0.1846,5,0.0541,26,0.1429,1
2,2558,24600,0.1025,4334.93,0.1846,5,0.0541,28,0.4286,1
3,2558,28800,0.1200,4334.93,0.1846,5,0.0541,30,0.7143,1
4,2558,33000,0.1375,4334.93,0.1846,5,0.0541,30,0.7143,1
5,2558,19200,0.0800,4334.93,0.1846,5,0.0541,31,0.8571,1
6,2558,15000,0.0625,4334.93,0.1846,5,0.0541,30,0.7143,0
7,2558,21000,0.0875,4334.93,0.1846,5,0.0541,30,0.7143,0
8,2558,31800,0.1325,4334.93,0.1846,5,0.0541,30,0.7143,1
9,2558,30000,0.1250,4334.93,0.1846,5,0.0541,29,0.5714,1
10,2558,24600,0.1025,4334.93,0.1846,5,0.0541,29,0.5714,1
11,2558,21600,0.0900,4334.93,0.1846,5,0.0541,29,0.5714,1
12,2558,15000,0.0625,4334.93,0.1846,5,0.0541,28,0.4286,1
1,2559,16000,0.0667,4334.93,0.1846,5,0.0541,27,0.2857,1
2,2559,25800,0.1075,4334.93,0.1846,5,0.0541,28,0.4286,1
3,2559,25800,0.1075,4334.93,0.1846,5,0.0541,31,0.8571,1
4,2559,37200,0.1550,4334.93,0.1846,5,0.0541,32,1.0000,1
5,2559,16800,0.0700,4334.93,0.1846,5,0.0541,32,1.0000,1
6,2559,24000,0.1000,4334.93,0.1846,5,0.0541,29,0.5714,0
7,2559,18600,0.0775,4334.93,0.1846,5,0.0541,29,0.5714,0
8,2559,35400,0.1475,4334.93,0.1846,5,0.0541,30,0.7143,1
9,2559,21600,0.0900,4334.93,0.1846,5,0.0541,29,0.5714,1
10,2559,21000,0.0875,4334.93,0.1846,5,0.0541,29,0.5714,1
11,2559,18000,0.0750,4334.93,0.1846,5,0.0541,29,0.5714,1
12,2559,19200,0.0800,4334.93,0.1846,5,0.0541,27,0.2857,1
1,2560,21600,0.0900,4334.93,0.1846,5,0.0541,27,0.2857,1
2,2560,25200,0.1050,4334.93,0.1846,5,0.0541,28,0.4286,1
3,2560,30000,0.1250,4334.93,0.1846,5,0.0541,30,0.7143,1
4,2560,31200,0.1300,4334.93,0.1846,5,0.0541,31,0.8571,1
5,2560,19800,0.0825,4334.93,0.1846,5,0.0541,30,0.7143,1
6,2560,24000,0.1000,4334.93,0.1846,5,0.0541,29,0.5714,0
