month,year,usage,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester,lecture,office,multipurpose,laboratory,domitory,parking
11,2558,10560,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
12,2558,8640,841.47,0.0159,3,0.0270,28,0.4286,1,1,0,0,0,0,0
1,2559,9240,841.47,0.0159,3,0.0270,27,0.2857,1,1,0,0,0,0,0
2,2559,7560,841.47,0.0159,3,0.0270,28,0.4286,1,1,0,0,0,0,0
3,2559,10680,841.47,0.0159,3,0.0270,31,0.8571,1,1,0,0,0,0,0
4,2559,8520,841.47,0.0159,3,0.0270,32,1.0000,1,1,0,0,0,0,0
5,2559,9960,841.47,0.0159,3,0.0270,32,1.0000,1,1,0,0,0,0,0
6,2559,9840,841.47,0.0159,3,0.0270,29,0.5714,0,1,0,0,0,0,0
7,2559,6000,841.47,0.0159,3,0.0270,29,0.5714,0,1,0,0,0,0,0
8,2559,2160,841.47,0.0159,3,0.0270,30,0.7143,1,1,0,0,0,0,0
9,2559,16080,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
10,2559,8400,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
11,2559,8760,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
12,2559,6240,841.47,0.0159,3,0.0270,27,0.2857,1,1,0,0,0,0,0
1,2560,8760,841.47,0.0159,3,0.0270,27,0.2857,1,1,0,0,0,0,0
2,2560,7680,841.47,0.0159,3,0.0270,28,0.4286,1,1,0,0,0,0,0
3,2560,9480,841.47,0.0159,3,0.0270,30,0.7143,1,1,0,0,0,0,0
4,2560,9000,841.47,0.0159,3,0.0270,31,0.8571,1,1,0,0,0,0,0
5,2560,9720,841.47,0.0159,3,0.0270,30,0.7143,1,1,0,0,0,0,0
6,2560,8160,841.47,0.0159,3,0.0270,29,0.5714,0,1,0,0,0,0,0
7,2560,7080,841.47,0.0159,3,0.0270,29,0.5714,0,1,0,0,0,0,0
8,2560,10320,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
9,2560,9480,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
10,2560,10320,841.47,0.0159,3,0.0270,28,0.4286,1,1,0,0,0,0,0
11,2560,9960,841.47,0.0159,3,0.0270,28,0.4286,1,1,0,0,0,0,0
12,2560,6000,841.47,0.0159,3,0.0270,26,0.1429,1,1,0,0,0,0,0
1,2561,7920,841.47,0.0159,3,0.0270,27,0.2857,1,1,0,0,0,0,0
2,2561,9360,841.47,0.0159,3,0.0270,27,0.2857,1,1,0,0,0,0,0
3,2561,10920,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
4,2561,10080,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
5,2561,6720,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
6,2561,9360,841.47,0.0159,3,0.0270,30,0.7143,0,1,0,0,0,0,0
7,2561,9480,841.47,0.0159,3,0.0270,29,0.5714,0,1,0,0,0,0,0
8,2561,8880,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
9,2561,9000,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
10,2561,10920,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
11,2561,10680,841.47,0.0159,3,0.0270,29,0.5714,1,1,0,0,0,0,0
12,2561,7800,841.47,0.0159,3,0.0270,28,0.4286,1,1,0,0,0,0,0
1,2556,67000,10862.60,0.2179,9,0.1081,28,0.4286,1,1,0,0,0,0,0
2,2556,78000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
3,2556,66000,10862.60,0.2179,9,0.1081,31,0.8571,0,1,0,0,0,0,0
4,2556,51000,10862.60,0.2179,9,0.1081,32,1.0000,0,1,0,0,0,0,0
5,2556,66000,10862.60,0.2179,9,0.1081,32,1.0000,0,1,0,0,0,0,0
6,2556,87000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
7,2556,82000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
8,2556,87000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
9,2556,83000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2556,53000,10862.60,0.2179,9,0.1081,29,0.5714,0,1,0,0,0,0,0
11,2556,74000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
12,2556,47000,10862.60,0.2179,9,0.1081,25,0.0000,1,1,0,0,0,0,0
1,2557,46000,10862.60,0.2179,9,0.1081,25,0.0000,1,1,0,0,0,0,0
2,2557,65000,10862.60,0.2179,9,0.1081,28,0.4286,1,1,0,0,0,0,0
3,2557,71000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
4,2557,55000,10862.60,0.2179,9,0.1081,31,0.8571,1,1,0,0,0,0,0
5,2557,52000,10862.60,0.2179,9,0.1081,31,0.8571,1,1,0,0,0,0,0
6,2557,41000,10862.60,0.2179,9,0.1081,30,0.7143,0,1,0,0,0,0,0
7,2557,49000,10862.60,0.2179,9,0.1081,30,0.7143,0,1,0,0,0,0,0
8,2557,62000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
9,2557,69000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2557,64000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
11,2557,62000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
12,2557,32000,10862.60,0.2179,9,0.1081,27,0.2857,1,1,0,0,0,0,0
1,2558,35000,10862.60,0.2179,9,0.1081,26,0.1429,1,1,0,0,0,0,0
2,2558,39000,10862.60,0.2179,9,0.1081,28,0.4286,1,1,0,0,0,0,0
3,2558,39000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
4,2558,37000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
5,2558,27000,10862.60,0.2179,9,0.1081,31,0.8571,1,1,0,0,0,0,0
6,2558,19000,10862.60,0.2179,9,0.1081,30,0.7143,0,1,0,0,0,0,0
7,2558,23000,10862.60,0.2179,9,0.1081,30,0.7143,0,1,0,0,0,0,0
8,2558,52000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
9,2558,61000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2558,56000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
11,2558,54000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
12,2558,26000,10862.60,0.2179,9,0.1081,28,0.4286,1,1,0,0,0,0,0
1,2559,40000,10862.60,0.2179,9,0.1081,27,0.2857,1,1,0,0,0,0,0
2,2559,46000,10862.60,0.2179,9,0.1081,28,0.4286,1,1,0,0,0,0,0
3,2559,58000,10862.60,0.2179,9,0.1081,31,0.8571,1,1,0,0,0,0,0
4,2559,48000,10862.60,0.2179,9,0.1081,32,1.0000,1,1,0,0,0,0,0
5,2559,30000,10862.60,0.2179,9,0.1081,32,1.0000,1,1,0,0,0,0,0
6,2559,24000,10862.60,0.2179,9,0.1081,29,0.5714,0,1,0,0,0,0,0
7,2559,35000,10862.60,0.2179,9,0.1081,29,0.5714,0,1,0,0,0,0,0
8,2559,75000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
9,2559,69000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2559,66000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
11,2559,68478,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
12,2559,70761,10862.60,0.2179,9,0.1081,27,0.2857,1,1,0,0,0,0,0
1,2560,70761,10862.60,0.2179,9,0.1081,27,0.2857,1,1,0,0,0,0,0
2,2560,43543,10862.60,0.2179,9,0.1081,28,0.4286,1,1,0,0,0,0,0
3,2560,68000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
4,2560,61000,10862.60,0.2179,9,0.1081,31,0.8571,1,1,0,0,0,0,0
5,2560,51000,10862.60,0.2179,9,0.1081,30,0.7143,1,1,0,0,0,0,0
6,2560,51000,10862.60,0.2179,9,0.1081,29,0.5714,0,1,0,0,0,0,0
7,2560,48000,10862.60,0.2179,9,0.1081,29,0.5714,0,1,0,0,0,0,0
8,2560,56000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
9,2560,79000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2560,60000,10862.60,0.2179,9,0.1081,28,0.4286,1,1,0,0,0,0,0
11,2560,68000,10862.60,0.2179,9,0.1081,28,0.4286,1,1,0,0,0,0,0
12,2560,68000,10862.60,0.2179,9,0.1081,26,0.1429,1,1,0,0,0,0,0
1,2561,46000,10862.60,0.2179,9,0.1081,27,0.2857,1,1,0,0,0,0,0
2,2561,48000,10862.60,0.2179,9,0.1081,27,0.2857,1,1,0,0,0,0,0
3,2561,60000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
4,2561,55000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
5,2561,45000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
6,2561,33000,10862.60,0.2179,9,0.1081,30,0.7143,0,1,0,0,0,0,0
7,2561,37000,10862.60,0.2179,9,0.1081,29,0.5714,0,1,0,0,0,0,0
8,2561,43000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
9,2561,60000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2561,51000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
11,2561,62000,10862.60,0.2179,9,0.1081,29,0.5714,1,1,0,0,0,0,0
12,2561,31000,10862.60,0.2179,9,0.1081,28,0.4286,1,1,0,0,0,0,0
1,2556,37000,10470.12,0.2100,12,0.1486,28,0.4286,1,1,0,0,0,0,0
2,2556,45000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
3,2556,26000,10470.12,0.2100,12,0.1486,31,0.8571,0,1,0,0,0,0,0
4,2556,20000,10470.12,0.2100,12,0.1486,32,1.0000,0,1,0,0,0,0,0
5,2556,21000,10470.12,0.2100,12,0.1486,32,1.0000,0,1,0,0,0,0,0
6,2556,53000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
7,2556,44000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
8,2556,48000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
9,2556,47000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
10,2556,31000,10470.12,0.2100,12,0.1486,29,0.5714,0,1,0,0,0,0,0
11,2556,51000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
12,2556,32000,10470.12,0.2100,12,0.1486,25,0.0000,1,1,0,0,0,0,0
1,2557,30000,10470.12,0.2100,12,0.1486,25,0.0000,1,1,0,0,0,0,0
2,2557,45000,10470.12,0.2100,12,0.1486,28,0.4286,1,1,0,0,0,0,0
3,2557,37000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
4,2557,23000,10470.12,0.2100,12,0.1486,31,0.8571,1,1,0,0,0,0,0
5,2557,18000,10470.12,0.2100,12,0.1486,31,0.8571,1,1,0,0,0,0,0
6,2557,14000,10470.12,0.2100,12,0.1486,30,0.7143,0,1,0,0,0,0,0
7,2557,16000,10470.12,0.2100,12,0.1486,30,0.7143,0,1,0,0,0,0,0
8,2557,44000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
9,2557,53000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
10,2557,55000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
11,2557,56000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
12,2557,25000,10470.12,0.2100,12,0.1486,27,0.2857,1,1,0,0,0,0,0
1,2558,35000,10470.12,0.2100,12,0.1486,26,0.1429,1,1,0,0,0,0,0
2,2558,46000,10470.12,0.2100,12,0.1486,28,0.4286,1,1,0,0,0,0,0
3,2558,55000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
4,2558,50000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
5,2558,32000,10470.12,0.2100,12,0.1486,31,0.8571,1,1,0,0,0,0,0
6,2558,19000,10470.12,0.2100,12,0.1486,30,0.7143,0,1,0,0,0,0,0
7,2558,20000,10470.12,0.2100,12,0.1486,30,0.7143,0,1,0,0,0,0,0
8,2558,46000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
9,2558,57000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
10,2558,52000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
11,2558,53000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
12,2558,29000,10470.12,0.2100,12,0.1486,28,0.4286,1,1,0,0,0,0,0
1,2559,40000,10470.12,0.2100,12,0.1486,27,0.2857,1,1,0,0,0,0,0
2,2559,46000,10470.12,0.2100,12,0.1486,28,0.4286,1,1,0,0,0,0,0
3,2559,59000,10470.12,0.2100,12,0.1486,31,0.8571,1,1,0,0,0,0,0
4,2559,54000,10470.12,0.2100,12,0.1486,32,1.0000,1,1,0,0,0,0,0
5,2559,29000,10470.12,0.2100,12,0.1486,32,1.0000,1,1,0,0,0,0,0
6,2559,17000,10470.12,0.2100,12,0.1486,29,0.5714,0,1,0,0,0,0,0
7,2559,21000,10470.12,0.2100,12,0.1486,29,0.5714,0,1,0,0,0,0,0
8,2559,49000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
9,2559,53000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
10,2559,47000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
11,2559,50000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
12,2559,25000,10470.12,0.2100,12,0.1486,27,0.2857,1,1,0,0,0,0,0
1,2560,35000,10470.12,0.2100,12,0.1486,27,0.2857,1,1,0,0,0,0,0
2,2560,69000,10470.12,0.2100,12,0.1486,28,0.4286,1,1,0,0,0,0,0
3,2560,23000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
4,2560,46000,10470.12,0.2100,12,0.1486,31,0.8571,1,1,0,0,0,0,0
5,2560,34000,10470.12,0.2100,12,0.1486,30,0.7143,1,1,0,0,0,0,0
6,2560,34000,10470.12,0.2100,12,0.1486,29,0.5714,0,1,0,0,0,0,0
7,2560,23000,10470.12,0.2100,12,0.1486,29,0.5714,0,1,0,0,0,0,0
8,2560,43000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
9,2560,56000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
10,2560,50000,10470.12,0.2100,12,0.1486,28,0.4286,1,1,0,0,0,0,0
11,2560,49000,10470.12,0.2100,12,0.1486,28,0.4286,1,1,0,0,0,0,0
12,2560,49000,10470.12,0.2100,12,0.1486,26,0.1429,1,1,0,0,0,0,0
1,2561,30000,10470.12,0.2100,12,0.1486,27,0.2857,1,1,0,0,0,0,0
2,2561,46000,10470.12,0.2100,12,0.1486,27,0.2857,1,1,0,0,0,0,0
3,2561,56000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
4,2561,47000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
5,2561,32000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
6,2561,23000,10470.12,0.2100,12,0.1486,30,0.7143,0,1,0,0,0,0,0
7,2561,23000,10470.12,0.2100,12,0.1486,29,0.5714,0,1,0,0,0,0,0
8,2561,42000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
9,2561,56000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
10,2561,47000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
11,2561,53000,10470.12,0.2100,12,0.1486,29,0.5714,1,1,0,0,0,0,0
12,2561,33000,10470.12,0.2100,12,0.1486,28,0.4286,1,1,0,0,0,0,0
1,2556,64686,13116.34,0.2634,9,0.1081,28,0.4286,1,1,0,0,0,0,0
2,2556,67750,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
3,2556,94517,13116.34,0.2634,9,0.1081,31,0.8571,0,1,0,0,0,0,0
4,2556,66033,13116.34,0.2634,9,0.1081,32,1.0000,0,1,0,0,0,0,0
5,2556,83065,13116.34,0.2634,9,0.1081,32,1.0000,0,1,0,0,0,0,0
6,2556,91496,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
7,2556,100857,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
8,2556,120373,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
9,2556,106433,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2556,97265,13116.34,0.2634,9,0.1081,29,0.5714,0,1,0,0,0,0,0
11,2556,106483,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
12,2556,63605,13116.34,0.2634,9,0.1081,25,0.0000,1,1,0,0,0,0,0
1,2557,63759,13116.34,0.2634,9,0.1081,25,0.0000,1,1,0,0,0,0,0
2,2557,85061,13116.34,0.2634,9,0.1081,28,0.4286,1,1,0,0,0,0,0
3,2557,83054,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
4,2557,64657,13116.34,0.2634,9,0.1081,31,0.8571,1,1,0,0,0,0,0
5,2557,70189,13116.34,0.2634,9,0.1081,31,0.8571,1,1,0,0,0,0,0
6,2557,61793,13116.34,0.2634,9,0.1081,30,0.7143,0,1,0,0,0,0,0
7,2557,80004,13116.34,0.2634,9,0.1081,30,0.7143,0,1,0,0,0,0,0
8,2557,90928,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
9,2557,105893,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2557,107901,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
11,2557,109166,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
12,2557,66784,13116.34,0.2634,9,0.1081,27,0.2857,1,1,0,0,0,0,0
6,2558,80592,13116.34,0.2634,9,0.1081,30,0.7143,0,1,0,0,0,0,0
7,2558,76424,13116.34,0.2634,9,0.1081,30,0.7143,0,1,0,0,0,0,0
8,2558,109912,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
9,2558,101786,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2558,113570,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
11,2558,126719,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
12,2558,77786,13116.34,0.2634,9,0.1081,28,0.4286,1,1,0,0,0,0,0
1,2559,86629,13116.34,0.2634,9,0.1081,27,0.2857,1,1,0,0,0,0,0
2,2559,96270,13116.34,0.2634,9,0.1081,28,0.4286,1,1,0,0,0,0,0
3,2559,125209,13116.34,0.2634,9,0.1081,31,0.8571,1,1,0,0,0,0,0
4,2559,97139,13116.34,0.2634,9,0.1081,32,1.0000,1,1,0,0,0,0,0
5,2559,114234,13116.34,0.2634,9,0.1081,32,1.0000,1,1,0,0,0,0,0
6,2559,89741,13116.34,0.2634,9,0.1081,29,0.5714,0,1,0,0,0,0,0
7,2559,79651,13116.34,0.2634,9,0.1081,29,0.5714,0,1,0,0,0,0,0
8,2559,122329,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
9,2559,114293,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2559,105449,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
11,2559,114025,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
12,2559,74590,13116.34,0.2634,9,0.1081,27,0.2857,1,1,0,0,0,0,0
1,2560,98903,13116.34,0.2634,9,0.1081,27,0.2857,1,1,0,0,0,0,0
2,2560,97597,13116.34,0.2634,9,0.1081,28,0.4286,1,1,0,0,0,0,0
3,2560,134525,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
4,2560,113733,13116.34,0.2634,9,0.1081,31,0.8571,1,1,0,0,0,0,0
5,2560,115349,13116.34,0.2634,9,0.1081,30,0.7143,1,1,0,0,0,0,0
6,2560,113214,13116.34,0.2634,9,0.1081,29,0.5714,0,1,0,0,0,0,0
7,2560,88122,13116.34,0.2634,9,0.1081,29,0.5714,0,1,0,0,0,0,0
8,2560,115050,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
9,2560,129493,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2560,110583,13116.34,0.2634,9,0.1081,28,0.4286,1,1,0,0,0,0,0
11,2560,131371,13116.34,0.2634,9,0.1081,28,0.4286,1,1,0,0,0,0,0
12,2560,131543,13116.34,0.2634,9,0.1081,26,0.1429,1,1,0,0,0,0,0
1,2561,102695,13116.34,0.2634,9,0.1081,27,0.2857,1,1,0,0,0,0,0
2,2561,109870,13116.34,0.2634,9,0.1081,27,0.2857,1,1,0,0,0,0,0
3,2561,141039,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
4,2561,117150,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
5,2561,122944,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
6,2561,118896,13116.34,0.2634,9,0.1081,30,0.7143,0,1,0,0,0,0,0
7,2561,111067,13116.34,0.2634,9,0.1081,29,0.5714,0,1,0,0,0,0,0
8,2561,125404,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
9,2561,133100,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
10,2561,137739,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
11,2561,145286,13116.34,0.2634,9,0.1081,29,0.5714,1,1,0,0,0,0,0
12,2561,103593,13116.34,0.2634,9,0.1081,28,0.4286,1,1,0,0,0,0,0
1,2556,339200,49653.64,1.0000,19,0.2432,28,0.4286,1,1,0,0,0,0,0
2,2556,405840,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
3,2556,439680,49653.64,1.0000,19,0.2432,31,0.8571,0,1,0,0,0,0,0
4,2556,299040,49653.64,1.0000,19,0.2432,32,1.0000,0,1,0,0,0,0,0
5,2556,483040,49653.64,1.0000,19,0.2432,32,1.0000,0,1,0,0,0,0,0
6,2556,376560,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
7,2556,399120,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
8,2556,450720,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
9,2556,367920,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
10,2556,392720,49653.64,1.0000,19,0.2432,29,0.5714,0,1,0,0,0,0,0
11,2556,410960,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
12,2556,253120,49653.64,1.0000,19,0.2432,25,0.0000,1,1,0,0,0,0,0
1,2557,308640,49653.64,1.0000,19,0.2432,25,0.0000,1,1,0,0,0,0,0
2,2557,332880,49653.64,1.0000,19,0.2432,28,0.4286,1,1,0,0,0,0,0
3,2557,375840,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
4,2557,407840,49653.64,1.0000,19,0.2432,31,0.8571,1,1,0,0,0,0,0
5,2557,391120,49653.64,1.0000,19,0.2432,31,0.8571,1,1,0,0,0,0,0
6,2557,310560,49653.64,1.0000,19,0.2432,30,0.7143,0,1,0,0,0,0,0
7,2557,403840,49653.64,1.0000,19,0.2432,30,0.7143,0,1,0,0,0,0,0
8,2557,373600,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
9,2557,389600,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
10,2557,506400,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
11,2557,272000,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
12,2557,325600,49653.64,1.0000,19,0.2432,27,0.2857,1,1,0,0,0,0,0
1,2558,315200,49653.64,1.0000,19,0.2432,26,0.1429,1,1,0,0,0,0,0
2,2558,389600,49653.64,1.0000,19,0.2432,28,0.4286,1,1,0,0,0,0,0
3,2558,407440,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
4,2558,388400,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
5,2558,334880,49653.64,1.0000,19,0.2432,31,0.8571,1,1,0,0,0,0,0
6,2558,384800,49653.64,1.0000,19,0.2432,30,0.7143,0,1,0,0,0,0,0
7,2558,393200,49653.64,1.0000,19,0.2432,30,0.7143,0,1,0,0,0,0,0
8,2558,366620,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
9,2558,331240,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
10,2558,362120,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
11,2558,365820,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
12,2558,264860,49653.64,1.0000,19,0.2432,28,0.4286,1,1,0,0,0,0,0
1,2559,333240,49653.64,1.0000,19,0.2432,27,0.2857,1,1,0,0,0,0,0
2,2559,294680,49653.64,1.0000,19,0.2432,28,0.4286,1,1,0,0,0,0,0
3,2559,372360,49653.64,1.0000,19,0.2432,31,0.8571,1,1,0,0,0,0,0
4,2559,342960,49653.64,1.0000,19,0.2432,32,1.0000,1,1,0,0,0,0,0
5,2559,381980,49653.64,1.0000,19,0.2432,32,1.0000,1,1,0,0,0,0,0
6,2559,305300,49653.64,1.0000,19,0.2432,29,0.5714,0,1,0,0,0,0,0
7,2559,331660,49653.64,1.0000,19,0.2432,29,0.5714,0,1,0,0,0,0,0
8,2559,252060,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
9,2559,474440,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
10,2559,297060,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
11,2559,311800,49653.64,1.0000,19,0.2432,29,0.5714,1,1,0,0,0,0,0
12,2559,279700,49653.64,1.0000,19,0.2432,27,0.2857,1,1,0,0,0,0,0
1,2560,368480,49653.64,1.0000,19,0.2432,27,0.2857,1,1,0,0,0,0,0
2,2560,310000,49653.64,1.0000,19,0.2432,28,0.4286,1,1,0,0,0,0,0
3,2560,476560,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
4,2560,346400,49653.64,1.0000,19,0.2432,31,0.8571,1,1,0,0,0,0,0
5,2560,410400,49653.64,1.0000,19,0.2432,30,0.7143,1,1,0,0,0,0,0
6,2560,319840,49653.64,1.0000,19,0.2432,29,0.5714,0,1,0,0,0,0,0
